"","do.call.rbind..nnpark..1...","do.call.rbind..nnpark..2..."
"7607",45,4199248.65478389
"7608",45,4199248.65448868
"7609",45,4199248.65445768
"7610",45,4199248.65460215
"7611",45,4199248.65457219
"7612",45,4199248.65454568
"7613",45,4199248.65437824
"7614",45,4199248.65451837
"7615",45,4199248.65435014
"7616",45,4199248.65432034
"7617",45,4199248.65449124
"7618",45,4199248.65429089
"7619",45,4199248.65446015
"7620",45,4199248.6544277
"7621",45,4199248.65425812
"7622",45,4199248.65439672
"7623",45,4199248.65423147
"7624",45,4199248.6541958
"7625",45,4199248.65436556
"7626",45,4199248.65433512
"7627",45,4199248.65416127
"7628",45,4199248.65422197
"7629",45,4199248.65380029
"7630",45,4199248.65378012
"7631",45,4199248.65376256
"7632",45,4199248.65391431
"7633",45,4199248.65373082
"7634",45,4199248.65387454
"7635",45,4199248.65370522
"7636",45,4199248.65384952
"7637",45,4199248.65367384
"7638",45,4199248.65364507
"7639",45,4199248.65361411
"7640",45,4199248.65358422
"7641",45,4199248.65377882
"7642",45,4199248.65355535
"7643",45,4199248.6537496
"7644",45,4199248.65353012
"7645",45,4199248.65371797
"7646",45,4199248.65350677
"7647",45,4199248.65369005
"7648",45,4199248.65340248
"7649",45,4199248.6533654
"7650",45,4199248.65327847
"7651",45,4199248.65324445
"7652",45,4199248.65333862
"7653",45,4199248.65330428
"7654",45,4199248.65316071
"7655",45,4199248.6531279
"7656",45,4199248.6532779
"7657",45,4199248.65309669
"7658",45,4199248.65325174
"7659",45,4199248.65306453
"7660",45,4199248.65322134
"7661",45,4199248.65303004
"7662",45,4199248.65319199
"7663",45,4199248.65299859
"7664",45,4199248.65316712
"7665",45,4199248.65296715
"7666",45,4199248.65293057
"7667",45,4199248.65290106
"7668",45,4199248.65287258
"7669",45,4199248.65244243
"7670",45,4199248.65241178
"7671",45,4199248.65238627
"7672",45,4199248.65236004
"7673",45,4199248.652331
"7674",45,4199248.65223445
"7675",45,4199248.65239236
"7676",45,4199248.6521952
"7677",45,4199248.65210182
"7678",45,4199248.65191195
"7679",45,4199248.65206658
"7680",45,4199248.6518817
"7681",45,4199248.65203578
"7682",45,4199248.65200097
"7683",45,4199248.65197637
"7684",45,4199248.65176036
"7685",45,4199248.65172883
"7686",45,4199248.65170257
"7687",45,4199248.65175669
"7688",45,4199248.65171094
"7689",45,4199248.6516827
"7690",45,4199248.65164151
"7691",45,4199248.6514472
"7692",45,4199248.65136216
"7693",45,4199248.65133014
"7694",45,4199248.65131176
"7695",45,4199248.65107755
"7696",45,4199248.65105124
"7697",45,4199248.65102138
"7698",45,4199248.65099057
"7699",45,4199248.65096225
"7700",45,4199248.65093264
"7701",45,4199248.65090545
"7702",45,4199248.65107752
"7703",45,4199248.65104952
"7704",45,4199248.65080823
"7705",45,4199248.65077845
"7706",45,4199248.65069692
"7707",45,4199248.65066572
"7708",45,4199248.65059698
"7709",45,4199248.65041471
"7710",45,4199248.65056948
"7711",45,4199248.65038374
"7712",45,4199248.65053836
"7713",45,4199248.65050756
"7714",45,4199248.65034754
"7715",45,4199248.65048149
"7716",45,4199248.65031168
"7717",45,4199248.65045319
"7718",45,4199248.65042199
"7719",45,4199248.65027065
"7720",45,4199248.6503923
"7721",45,4199248.65035957
"7722",45,4199248.65024539
"7723",45,4199248.66017363
"7724",45,4199248.66019434
"7725",45,4199248.66021782
"7726",45,4199248.66024634
"7727",45,4199248.66027851
"7728",45,4199248.66030399
"7729",45,4199248.66033254
"7730",45,4199248.66037867
"7731",45,4199248.6604006
"7732",45,4199248.66042514
"7733",45,4199248.66044576
"7734",45,4199248.66046443
"7735",45,4199248.66048674
"7736",45,4199248.66057332
"7737",45,4199248.66061262
"7738",45,4199248.66078435
"7739",45,4199248.66081084
"7740",45,4199248.66101911
"7741",45,4199248.66105674
"7742",45,4199248.66107578
"7743",45,4199248.66109166
"7744",45,4199248.66111078
"7745",45,4199248.6611312
"7746",45,4199248.66115149
"7747",45,4199248.66116915
"7748",45,4199248.66118848
"7749",45,4199248.66120598
"7750",45,4199248.66122423
"7751",45,4199248.66124497
"7752",45,4199248.66126224
"7753",45,4199248.66127852
"7754",45,4199248.66129758
"7755",45,4199248.66131519
"7756",45,4199248.66133031
"7757",45,4199248.71696151
"7758",45,4199248.7169562
"7759",45,4199248.71706666
"7760",45,4199248.71695427
"7761",45,4199248.716952
"7762",45,4199248.71706274
"7763",45,4199248.71706019
"7764",45,4199248.71694937
"7765",45,4199248.71694167
"7766",45,4199248.71693966
"7767",45,4199248.71704741
"7768",45,4199248.71693571
"7769",45,4199248.71704476
"7770",45,4199248.71693316
"7771",45,4199248.71704211
"7772",45,4199248.71693054
"7773",45,4199248.71703961
"7774",45,4199248.71692831
"7775",45,4199248.71703042
"7776",45,4199248.71702763
"7777",45,4199248.71692051
"7778",45,4199248.71702544
"7779",45,4199248.71691835
"7780",45,4199248.71691562
"7781",45,4199248.71702309
"7782",45,4199248.71691351
"7783",45,4199248.71702026
"7784",45,4199248.71691127
"7785",45,4199248.71701769
"7786",45,4199248.71701573
"7787",45,4199248.71689835
"7788",45,4199248.71700424
"7789",45,4199248.71689594
"7790",45,4199248.71700201
"7791",45,4199248.71689347
"7792",45,4199248.71689108
"7793",45,4199248.71699616
"7794",45,4199248.71688796
"7795",45,4199248.71699364
"7796",45,4199248.71688572
"7797",45,4199248.71699102
"7798",45,4199248.7168779
"7799",45,4199248.71698204
"7800",45,4199248.71687544
"7801",45,4199248.71697952
"7802",45,4199248.71687229
"7803",45,4199248.71697713
"7804",45,4199248.71687001
"7805",45,4199248.71697483
"7806",45,4199248.71697242
"7807",45,4199248.7169702
"7808",45,4199248.71685728
"7809",45,4199248.71696123
"7810",45,4199248.71685489
"7811",45,4199248.71695852
"7812",45,4199248.71685253
"7813",45,4199248.71684967
"7814",45,4199248.71695602
"7815",45,4199248.71684703
"7816",45,4199248.7169538
"7817",45,4199248.71684449
"7818",45,4199248.71695129
"7819",45,4199248.71681692
"7820",45,4199248.71690792
"7821",45,4199248.71680209
"7822",45,4199248.71689354
"7823",45,4199248.71687937
"7824",45,4199248.71686417
"7825",45,4199248.71676435
"7826",45,4199248.716847
"7827",45,4199248.71670058
"7828",45,4199248.71677435
"7829",45,4199248.71676016
"7830",45,4199248.71665686
"7831",45,4199248.73085622
"7832",45,4199248.73075
"7833",45,4199248.73082861
"7834",45,4199248.73072609
"7835",45,4199248.73080811
"7836",45,4199248.73078542
"7837",45,4199248.69764792
"7838",45,4199248.69770607
"7839",45,4199248.69776137
"7840",45,4199248.6980606
"7841",45,4199248.69811758
"7842",45,4199248.69816126
"7843",45,4199248.67067041
"7844",45,4199248.67060395
"7845",45,4199248.67043239
"7846",45,4199248.67037394
"7847",45,4199248.66981682
"7848",45,4199248.66986106
"7849",45,4199248.66976041
"7850",45,4199248.66980886
"7851",45,4199248.66970081
"7852",45,4199248.66975339
"7853",45,4199248.66964898
"7854",45,4199248.66969698
"7855",45,4199248.66959885
"7856",45,4199248.66964516
"7857",45,4199248.66954776
"7858",45,4199248.66942262
"7859",45,4199248.66936237
"7860",45,4199248.66930569
"7861",45,4199248.66933814
"7862",45,4199248.66593285
"7863",45,4199248.66594754
"7864",45,4199248.66596344
"7865",45,4199248.6659819
"7866",45,4199248.66599849
"7867",45,4199248.66601825
"7868",45,4199248.66603735
"7869",45,4199248.66607051
"7870",45,4199248.69153107
"7871",45,4199248.69158679
"7872",45,4199248.69165767
"7873",45,4199248.6916375
"7874",45,4199248.69171485
"7875",45,4199248.69176724
"7876",45,4199248.69177987
"7877",45,4199248.69187357
"7878",45,4199248.69199313
"7879",45,4199248.69197463
"7880",45,4199248.69202858
"7881",45,4199248.69215019
"7882",45,4199248.69215292
"7883",45,4199248.692201
"7884",45,4199248.69227249
"7885",45,4199248.692304
"7886",45,4199248.69235639
"7887",45,4199248.69245137
"7888",45,4199248.69240007
"7889",45,4199248.69248897
"7890",45,4199248.69244589
"7891",45,4199248.69249994
"7892",45,4199248.6926003
"7893",45,4199248.69262793
"7894",45,4199248.69265102
"7895",45,4199248.69268685
"7896",45,4199248.69270664
"7897",45,4199248.69269614
"7898",45,4199248.69270685
"7899",45,4199248.69277067
"7900",45,4199248.69272027
"7901",45,4199248.69277869
"7902",45,4199248.69273568
"7903",45,4199248.69289159
"7904",45,4199248.69274937
"7905",45,4199248.67356391
"7906",45,4199248.67362109
"7907",45,4199248.6736746
"7908",45,4199248.67372757
"7909",45,4199248.67377407
"7910",45,4199248.67378543
"7911",45,4199248.67379505
"7912",45,4199248.67380553
"7913",45,4199248.67381375
"7914",45,4199248.68072049
"7915",45,4199248.68072941
"7916",45,4199248.68073847
"7917",45,4199248.68074962
"7918",45,4199248.68076199
"7919",45,4199248.68077156
"7920",45,4199248.68078463
"7921",45,4199248.68080238
"7922",45,4199248.68081352
"7923",45,4199248.68082328
"7924",45,4199248.68095221
"7925",45,4199248.68080355
"7926",45,4199248.68081645
"7927",45,4199248.68098254
"7928",45,4199248.68082812
"7929",45,4199248.68099892
"7930",45,4199248.68084189
"7931",45,4199248.68101356
"7932",45,4199248.68085497
"7933",45,4199248.6810296
"7934",45,4199248.68086785
"7935",45,4199248.68104407
"7936",45,4199248.68088164
"7937",45,4199248.68105922
"7938",45,4199248.68089366
"7939",45,4199248.68107422
"7940",45,4199248.68090691
"7941",45,4199248.68108659
"7942",45,4199248.68092173
"7943",45,4199248.68110333
"7944",45,4199248.6809348
"7945",45,4199248.68111517
"7946",45,4199248.68094962
"7947",45,4199248.68112791
"7948",45,4199248.68096321
"7949",45,4199248.68114602
"7950",45,4199248.68098988
"7951",45,4199248.68115788
"7952",45,4199248.68100296
"7953",45,4199248.6811704
"7954",45,4199248.6811847
"7955",45,4199248.68108955
"7956",45,4199248.68110519
"7957",45,4199248.6811146
"7958",45,4199248.68112173
"7959",45,4199248.68113864
"7960",45,4199248.68115186
"7961",45,4199248.68116894
"7962",45,4199248.68118811
"7963",45,4199248.68120344
"7964",45,4199248.68121983
"7965",45,4199248.68123376
"7966",45,4199248.68125465
"7967",45,4199248.68127103
"7968",45,4199248.68128391
"7969",45,4199248.68129819
"7970",45,4199248.68141386
"7971",45,4199248.68154007
"7972",45,4199248.68142845
"7973",45,4199248.68155744
"7974",45,4199248.68158165
"7975",45,4199248.68160046
"7976",45,4199248.67878384
"7977",45,4199248.67890619
"7978",45,4199248.67881952
"7979",45,4199248.67893839
"7980",45,4199248.67885416
"7981",45,4199248.67897794
"7982",45,4199248.67888952
"7983",45,4199248.67904266
"7984",45,4199248.67892802
"7985",45,4199248.67896897
"7986",45,4199248.67910846
"7987",45,4199248.67901377
"7988",45,4199248.67917637
"7989",45,4199248.67905366
"7990",45,4199248.67928696
"7991",45,4199248.67908657
"7992",45,4199248.67933422
"7993",45,4199248.67912083
"7994",45,4199248.67937866
"7995",45,4199248.67916321
"7996",45,4199248.67941822
"7997",45,4199248.67920907
"7998",45,4199248.67946792
"7999",45,4199248.67927976
"8000",45,4199248.67957537
"8001",45,4199248.67934277
"8002",45,4199248.67963382
"8003",45,4199248.67940596
"8004",45,4199248.67946842
"8005",45,4199248.67968387
"8006",45,4199248.67952757
"8007",45,4199248.67972902
"8008",45,4199248.67960702
"8009",45,4199248.67976402
"8010",45,4199248.67968788
"8011",45,4199248.67981268
"8012",45,4199248.67974668
"8013",45,4199248.67984769
"8014",45,4199248.67979777
"8015",45,4199248.67988689
"8016",45,4199248.67986708
"8017",45,4199248.67991032
"8018",45,4199248.67991642
"8019",45,4199248.67996667
"8020",45,4199248.67997313
"8021",45,4199248.68002022
"8022",45,4199248.68002212
"8023",45,4199248.68008513
"8024",45,4199248.68007972
"8025",45,4199248.68015338
"8026",45,4199248.68012033
"8027",45,4199248.68020658
"8028",45,4199248.68019278
"8029",45,4199248.68025873
"8030",45,4199248.68025332
"8031",45,4199248.68030808
"8032",45,4199248.68033524
"8033",45,4199248.68035463
"8034",45,4199248.68040174
"8035",45,4199248.68040013
"8036",45,4199248.68044549
"8037",45,4199248.68044704
"8038",45,4199248.68049415
"8039",45,4199248.68048274
"8040",45,4199248.68054139
"8041",45,4199248.6805244
"8042",45,4199248.68058024
"8043",45,4199248.66133754
"8044",45,4199248.66122989
"8045",45,4199248.66128988
"8046",45,4199248.66117653
"8047",45,4199248.66123392
"8048",45,4199248.66117352
"8049",45,4199248.66098992
"8050",45,4199248.66092036
"8051",45,4199248.66086228
"8052",45,4199248.66081336
"8053",45,4199248.66076232
"8054",45,4199248.66071021
"8055",45,4199248.66065223
"8056",45,4199248.66034247
"8057",45,4199248.6602962
"8058",45,4199248.66024443
"8059",45,4199248.66018523
"8060",45,4199248.6601296
"8061",45,4199248.66015855
"8062",45,4199248.66009782
"8063",45,4199248.66007927
"8064",45,4199248.66004672
"8065",45,4199248.66002316
"8066",45,4199248.66000073
"8067",45,4199248.65995828
"8068",45,4199248.65994568
"8069",45,4199248.65990053
"8070",45,4199248.65988967
"8071",45,4199248.65980826
"8072",45,4199248.65983221
"8073",45,4199248.65977946
"8074",45,4199248.65973981
"8075",45,4199248.65949494
"8076",45,4199248.65943037
"8077",45,4199248.65950044
"8078",45,4199248.65936704
"8079",45,4199248.65930421
"8080",45,4199248.6591019
"8081",45,4199248.65889225
"8082",45,4199248.65865646
"8083",45,4199248.65860201
"8084",45,4199248.65853957
"8085",45,4199248.65848378
"8086",45,4199248.65842798
"8087",45,4199248.6583554
"8088",45,4199248.65830608
"8089",45,4199248.65825173
"8090",45,4199248.65818929
"8091",45,4199248.6581335
"8092",45,4199248.65807771
"8093",45,4199248.65683725
"8094",45,4199248.65682853
"8095",45,4199248.6567717
"8096",45,4199248.65677494
"8097",45,4199248.65671784
"8098",45,4199248.65672087
"8099",45,4199248.65667114
"8100",45,4199248.65661263
"8101",45,4199248.65653412
"8102",45,4199248.65655749
"8103",45,4199248.65648113
"8104",45,4199248.65650207
"8105",45,4199248.656426
"8106",45,4199248.65644934
"8107",45,4199248.65636209
"8108",45,4199248.65638541
"8109",45,4199248.65630968
"8110",45,4199248.65606289
"8111",45,4199248.6561385
"8112",45,4199248.65599327
"8113",45,4199248.65609712
"8114",45,4199248.65593388
"8115",45,4199248.65602121
"8116",45,4199248.65595891
"8117",45,4199248.65589488
"8118",45,4199248.65577242
"8119",45,4199248.65584041
"8120",45,4199248.65570724
"8121",45,4199248.65578303
"8122",45,4199248.65565192
"8123",45,4199248.6557245
"8124",45,4199248.65559465
"8125",45,4199248.655668
"8126",45,4199248.65553265
"8127",45,4199248.65561391
"8128",45,4199248.65548332
"8129",45,4199248.6555603
"8130",45,4199248.6554418
"8131",45,4199248.65551114
"8132",45,4199248.71434786
"8133",45,4199248.71436008
"8134",45,4199248.71437182
"8135",45,4199248.71438485
"8136",45,4199248.71453678
"8137",45,4199248.71445441
"8138",45,4199248.71446714
"8139",45,4199248.74279403
"8140",45,4199248.74281115
"8141",45,4199248.74284875
"8142",45,4199248.74285634
"8143",45,4199248.74289826
"8144",45,4199248.74290353
"8145",45,4199248.74295342
"8146",45,4199248.74295571
"8147",45,4199248.6978672
"8148",45,4199248.69791282
"8149",45,4199248.69796649
"8150",45,4199248.69821639
"8151",45,4199248.69827221
"8152",45,4199248.72344716
"8153",45,4199248.72349781
"8154",45,4199248.72355376
"8155",45,4199248.72361012
"8156",45,4199248.7236502
"8157",45,4199248.72405709
"8158",45,4199248.72407153
"8159",45,4199248.7241217
"8160",45,4199248.72411852
"8161",45,4199248.72417584
"8162",45,4199248.72416878
"8163",45,4199248.7242327
"8164",45,4199248.72422119
"8165",45,4199248.72427661
"8166",45,4199248.72428591
"8167",45,4199248.72439461
"8168",45,4199248.72444626
"8169",45,4199248.68727364
"8170",45,4199248.68700895
"8171",45,4199248.68695979
"8172",45,4199248.68694807
"8173",45,4199248.68690025
"8174",45,4199248.6867069
"8175",45,4199248.68664416
"8176",45,4199248.68655166
"8177",45,4199248.68650312
"8178",45,4199248.68642957
"8179",45,4199248.686376
"8180",45,4199248.68647467
"8181",45,4199248.68643036
"8182",45,4199248.68631683
"8183",45,4199248.68637757
"8184",45,4199248.68626327
"8185",45,4199248.68632999
"8186",45,4199248.68624892
"8187",45,4199248.68612583
"8188",45,4199248.68607476
"8189",45,4199248.68600817
"8190",45,4199248.68580068
"8191",45,4199248.68574953
"8192",45,4199248.68569268
"8193",45,4199248.68563467
"8194",45,4199248.68549973
"8195",45,4199248.68535467
"8196",45,4199248.68530372
"8197",45,4199248.68524454
"8198",45,4199248.68490538
"8199",45,4199248.68485702
"8200",45,4199248.68469552
"8201",45,4199248.68481272
"8202",45,4199248.68464727
"8203",45,4199248.6847383
"8204",45,4199248.68458511
"8205",45,4199248.6846747
"8206",45,4199248.68452845
"8207",45,4199248.68461361
"8208",45,4199248.6844773
"8209",45,4199248.6845611
"8210",45,4199248.68441918
"8211",45,4199248.68450907
"8212",45,4199248.68435684
"8213",45,4199248.68445039
"8214",45,4199248.68429903
"8215",45,4199248.68424295
"8216",45,4199248.68418764
"8217",45,4199248.68401317
"8218",45,4199248.68396162
"8219",45,4199248.6838987
"8220",45,4199248.68384204
"8221",45,4199248.68377203
"8222",45,4199248.6837174
"8223",45,4199248.68378644
"8224",45,4199248.68366027
"8225",45,4199248.68372738
"8226",45,4199248.68360448
"8227",45,4199248.68366629
"8228",45,4199248.68354503
"8229",45,4199248.68348943
"8230",45,4199248.68350123
"8231",45,4199248.68343502
"8232",45,4199248.68338194
"8233",45,4199248.68334514
"8234",45,4199248.68328887
"8235",45,4199248.68302493
"8236",45,4199248.68302241
"8237",45,4199248.68301188
"8238",45,4199248.6829914
"8239",45,4199248.68300076
"8240",45,4199248.68295923
"8241",45,4199248.68298925
"8242",45,4199248.68291066
"8243",45,4199248.68275036
"8244",45,4199248.68280396
"8245",45,4199248.68275848
"8246",45,4199248.68270894
"8247",45,4199248.6826596
"8248",45,4199248.68260388
"8249",45,4199248.6824908
"8250",45,4199248.68255435
"8251",45,4199248.68244136
"8252",45,4199248.6825051
"8253",45,4199248.68239202
"8254",45,4199248.68221396
"8255",45,4199248.68215854
"8256",45,4199248.68205502
"8257",45,4199248.68210688
"8258",45,4199248.68200577
"8259",45,4199248.68205772
"8260",45,4199248.68194301
"8261",45,4199248.68200181
"8262",45,4199248.68188449
"8263",45,4199248.68190969
"8264",45,4199248.68182887
"8265",45,4199248.68186016
"8266",45,4199248.68180396
"8267",45,4199248.68175433
"8268",45,4199248.68160388
"8269",45,4199248.68155598
"8270",45,4199248.68149708
"8271",45,4199248.67556527
"8272",45,4199248.67551941
"8273",45,4199248.67550438
"8274",45,4199248.67545785
"8275",45,4199248.67538947
"8276",45,4199248.67540427
"8277",45,4199248.6753308
"8278",45,4199248.67535475
"8279",45,4199248.67527943
"8280",45,4199248.67530581
"8281",45,4199248.67524664
"8282",45,4199248.67496718
"8283",45,4199248.67491601
"8284",45,4199248.67486148
"8285",45,4199248.67482198
"8286",45,4199248.67481225
"8287",45,4199248.67476012
"8288",45,4199248.67470752
"8289",45,4199248.67465549
"8290",45,4199248.67455633
"8291",45,4199248.6746076
"8292",45,4199248.67450092
"8293",45,4199248.67454573
"8294",45,4199248.67445265
"8295",45,4199248.67439685
"8296",45,4199248.67434579
"8297",45,4199248.67429945
"8298",45,4199248.67394858
"8299",45,4199248.67381516
"8300",45,4199248.67389502
"8301",45,4199248.67376284
"8302",45,4199248.67383989
"8303",45,4199248.67378758
"8304",45,4199248.67370868
"8305",45,4199248.67365395
"8306",45,4199248.67360047
"8307",45,4199248.67347431
"8308",45,4199248.67340944
"8309",45,4199248.67351864
"8310",45,4199248.67320878
"8311",45,4199248.67315781
"8312",45,4199248.67308715
"8313",45,4199248.6730383
"8314",45,4199248.67297864
"8315",45,4199248.67286858
"8316",45,4199248.6729216
"8317",45,4199248.67281133
"8318",45,4199248.67286339
"8319",45,4199248.67275439
"8320",45,4199248.67280518
"8321",45,4199248.67268855
"8322",45,4199248.67274947
"8323",45,4199248.67264095
"8324",45,4199248.67259085
"8325",45,4199248.67253709
"8326",45,4199248.67247425
"8327",45,4199248.67231501
"8328",45,4199248.6722029
"8329",45,4199248.67226568
"8330",45,4199248.67215463
"8331",45,4199248.67220814
"8332",45,4199248.67215447
"8333",45,4199248.6720639
"8334",45,4199248.67200638
"8335",45,4199248.67194672
"8336",45,4199248.67188997
"8337",45,4199248.67179776
"8338",45,4199248.67183968
"8339",45,4199248.6717438
"8340",45,4199248.67169052
"8341",45,4199248.67163801
"8342",45,4199248.67158617
"8343",45,4199248.66072256
"8344",45,4199248.66067139
"8345",45,4199248.6605667
"8346",45,4199248.66062014
"8347",45,4199248.66050409
"8348",45,4199248.6603723
"8349",45,4199248.66047543
"8350",45,4199248.660236
"8351",45,4199248.66024358
"8352",45,4199248.66014275
"8353",45,4199248.66018827
"8354",45,4199248.66012341
"8355",45,4199248.66009236
"8356",45,4199248.6600433
"8357",45,4199248.68875976
"8358",45,4199248.68884897
"8359",45,4199248.6889082
"8360",45,4199248.68896862
"8361",45,4199248.68903578
"8362",45,4199248.68924358
"8363",45,4199248.68909728
"8364",45,4199248.68929576
"8365",45,4199248.68915621
"8366",45,4199248.68935861
"8367",45,4199248.6892131
"8368",45,4199248.68941296
"8369",45,4199248.68935647
"8370",45,4199248.68936687
"8371",45,4199248.68937897
"8372",45,4199248.6894902
"8373",45,4199248.6895744
"8374",45,4199248.66005082
"8375",45,4199248.65999532
"8376",45,4199248.65994097
"8377",45,4199248.65988938
"8378",45,4199248.65984355
"8379",45,4199248.65979831
"8380",45,4199248.65970247
"8381",45,4199248.65964928
"8382",45,4199248.65958838
"8383",45,4199248.65950255
"8384",45,4199248.65947088
"8385",45,4199248.65944503
"8386",45,4199248.65919852
"8387",45,4199248.65914524
"8388",45,4199248.65911762
"8389",45,4199248.65908463
"8390",45,4199248.65905615
"8391",45,4199248.6589964
"8392",45,4199248.65870411
"8393",45,4199248.65882112
"8394",45,4199248.65865665
"8395",45,4199248.65860065
"8396",45,4199248.65854264
"8397",45,4199248.65837471
"8398",45,4199248.65836524
"8399",45,4199248.6583556
"8400",45,4199248.65834594
"8401",45,4199248.65833686
"8402",45,4199248.65832779
"8403",45,4199248.65831872
"8404",45,4199248.65831022
"8405",45,4199248.6582941
"8406",45,4199248.65828319
"8407",45,4199248.65827365
"8408",45,4199248.65826399
"8409",45,4199248.65825443
"8410",45,4199248.65824488
"8411",45,4199248.65823628
"8412",45,4199248.65822673
"8413",45,4199248.65830145
"8414",45,4199248.65829489
"8415",45,4199248.65828523
"8416",45,4199248.65827674
"8417",45,4199248.65826766
"8418",45,4199248.65825744
"8419",45,4199248.65824883
"8420",45,4199248.65823919
"8421",45,4199248.65821843
"8422",45,4199248.65820954
"8423",45,4199248.65820047
"8424",45,4199248.65819024
"8425",45,4199248.65818233
"8426",45,4199248.65817095
"8427",45,4199248.65816244
"8428",45,4199248.65815048
"8429",45,4199248.65823137
"8430",45,4199248.65822162
"8431",45,4199248.65821255
"8432",45,4199248.65820406
"8433",45,4199248.6581944
"8434",45,4199248.65818523
"8435",45,4199248.65817615
"8436",45,4199248.65816651
"8437",45,4199248.65814227
"8438",45,4199248.65813175
"8439",45,4199248.6581221
"8440",45,4199248.6581136
"8441",45,4199248.65810511
"8442",45,4199248.65809604
"8443",45,4199248.65808581
"8444",45,4199248.65807789
"8445",45,4199248.6581585
"8446",45,4199248.65814952
"8447",45,4199248.65814045
"8448",45,4199248.65813138
"8449",45,4199248.65812288
"8450",45,4199248.65811429
"8451",45,4199248.65810299
"8452",45,4199248.65805965
"8453",45,4199248.65805
"8454",45,4199248.65804151
"8455",45,4199248.65802162
"8456",45,4199248.65801197
"8457",45,4199248.65804932
"8458",45,4199248.65796613
"8459",45,4199248.65798843
"8460",45,4199248.65790454
"8461",45,4199248.65792191
"8462",45,4199248.65782868
"8463",45,4199248.65786314
"8464",45,4199248.65777916
"8465",45,4199248.65780436
"8466",45,4199248.65772304
"8467",45,4199248.65774248
"8468",45,4199248.65754941
"8469",45,4199248.65737806
"8470",45,4199248.65744256
"8471",45,4199248.65731968
"8472",45,4199248.65738571
"8473",45,4199248.65726111
"8474",45,4199248.65720301
"8475",45,4199248.65727828
"8476",45,4199248.65714731
"8477",45,4199248.65720009
"8478",45,4199248.65708701
"8479",45,4199248.65703093
"8480",45,4199248.65706594
"8481",45,4199248.65697706
"8482",45,4199248.65701748
"8483",45,4199248.6569204
"8484",45,4199248.65695716
"8485",45,4199248.65686569
"8486",45,4199248.65690802
"8487",45,4199248.65680458
"8488",45,4199248.65675872
"8489",45,4199248.65670343
"8490",45,4199248.71008504
"8491",45,4199248.71009792
"8492",45,4199248.71010874
"8493",45,4199248.71012186
"8494",45,4199248.71013395
"8495",45,4199248.71014511
"8496",45,4199248.71015948
"8497",45,4199248.71017417
"8498",45,4199248.68579159
"8499",45,4199248.68581655
"8500",45,4199248.68584457
"8501",45,4199248.68587394
"8502",45,4199248.68590347
"8503",45,4199248.68593033
"8504",45,4199248.68595719
"8505",45,4199248.68601344
"8506",45,4199248.68603571
"8507",45,4199248.68606156
"8508",45,4199248.68610863
"8509",45,4199248.68613373
"8510",45,4199248.6861572
"8511",45,4199248.68618199
"8512",45,4199248.68620619
"8513",45,4199248.68623381
"8514",45,4199248.68625728
"8515",45,4199248.68633077
"8516",45,4199248.68635329
"8517",45,4199248.68637662
"8518",45,4199248.6864004
"8519",45,4199248.686426
"8520",45,4199248.68645005
"8521",45,4199248.68647469
"8522",45,4199248.68649949
"8523",45,4199248.68652769
"8524",45,4199248.68655719
"8525",45,4199248.68658408
"8526",45,4199248.6866102
"8527",45,4199248.68663736
"8528",45,4199248.68666024
"8529",45,4199248.68672349
"8530",45,4199248.68674546
"8531",45,4199248.68677079
"8532",45,4199248.68679691
"8533",45,4199248.68452168
"8534",45,4199248.68453898
"8535",45,4199248.68455601
"8536",45,4199248.68458562
"8537",45,4199248.68460803
"8538",45,4199248.68462773
"8539",45,4199248.68464303
"8540",45,4199248.6846598
"8541",45,4199248.68467401
"8542",45,4199248.68497488
"8543",45,4199248.6849816
"8544",45,4199248.68498881
"8545",45,4199248.68500337
"8546",45,4199248.68489335
"8547",45,4199248.6850187
"8548",45,4199248.68492045
"8549",45,4199248.68502814
"8550",45,4199248.68494117
"8551",45,4199248.68503821
"8552",45,4199248.68504769
"8553",45,4199248.68506119
"8554",45,4199248.68507908
"8555",45,4199248.68509156
"8556",45,4199248.68510541
"8557",45,4199248.68516769
"8558",45,4199248.68517937
"8559",45,4199248.68519171
"8560",45,4199248.68520351
"8561",45,4199248.6852174
"8562",45,4199248.6852344
"8563",45,4199248.68524782
"8564",45,4199248.68526347
"8565",45,4199248.67104223
"8566",45,4199248.67106122
"8567",45,4199248.67108147
"8568",45,4199248.67110404
"8569",45,4199248.67112165
"8570",45,4199248.67133567
"8571",45,4199248.6713518
"8572",45,4199248.67136556
"8573",45,4199248.67137997
"8574",45,4199248.67141793
"8575",45,4199248.67143954
"8576",45,4199248.6714559
"8577",45,4199248.67147537
"8578",45,4199248.67164548
"8579",45,4199248.67152485
"8580",45,4199248.67166399
"8581",45,4199248.67153891
"8582",45,4199248.67168029
"8583",45,4199248.67169963
"8584",45,4199248.67171619
"8585",45,4199248.6716348
"8586",45,4199248.67165439
"8587",45,4199248.67176065
"8588",45,4199248.67168982
"8589",45,4199248.6717963
"8590",45,4199248.67170755
"8591",45,4199248.67172601
"8592",45,4199248.67174683
"8593",45,4199248.67176388
"8594",45,4199248.67188793
"8595",45,4199248.67178439
"8596",45,4199248.67180133
"8597",45,4199248.67182291
"8598",45,4199248.6718428
"8599",45,4199248.67184606
"8600",45,4199248.67220326
"8601",45,4199248.67222489
"8602",45,4199248.67224318
"8603",45,4199248.67226363
"8604",45,4199248.67214621
